,date,party,polarity
159,2017-09-13,R,0.15764395418645885
160,2017-09-14,D,0.12834271756634802
161,2017-09-14,R,0.15826296067361623
162,2017-09-15,D,0.1339420003372822
163,2017-09-15,R,0.16213820864515321
164,2017-09-16,D,0.1763526638159665
165,2017-09-16,R,0.19613419862466472
166,2017-09-17,D,0.1422298537909524
167,2017-09-17,R,0.23294858223136913
168,2017-09-18,D,0.1400833831952335
169,2017-09-18,R,0.27907327559979966
170,2017-09-19,D,0.09603909573471262
171,2017-09-19,R,0.15951868549002307
172,2017-09-20,D,0.08858037826171097
173,2017-09-20,R,0.1915350943187636
174,2017-09-21,D,0.11582115312086892
175,2017-09-21,R,0.22883206931480962
176,2017-09-22,D,0.11967738171576199
177,2017-09-22,R,0.20228606647244599
178,2017-09-23,D,0.14718510752364916
179,2017-09-23,R,0.22199464279143238
180,2017-09-24,D,0.11596274384458277
181,2017-09-24,R,0.17000410168218386
182,2017-09-25,D,0.10511423745500807
183,2017-09-25,R,0.15789726543297972
184,2017-09-26,D,0.12217866686414643
185,2017-09-26,R,0.07133110076506302
186,2017-09-27,D,0.14439386970660423
187,2017-09-27,R,0.18300552051363736
188,2017-09-28,D,0.13502796203716527
189,2017-09-28,R,0.20061419752392445
190,2017-09-29,D,0.15466245111114393
191,2017-09-29,R,0.22367205605841955
192,2017-09-30,D,0.11644153046670404
193,2017-09-30,R,0.1876059727098218
194,2017-10-01,D,0.11523254436643952
195,2017-10-01,R,0.19564920865920274
196,2017-10-02,D,0.034745504877613256
197,2017-10-02,R,-0.01505896792691979
198,2017-10-03,D,0.10190376612357849
199,2017-10-03,R,0.1453962598517765
200,2017-10-04,D,0.1492548289916711
201,2017-10-04,R,0.2951091800356506
